Audio_file|text|speaker_name
FINAL_WAVS/000001_audio.wav|funa kukhona sisiikola nfunusika njalunjalo njalunjalo usandrao utifuneni ke indlela
FINAL_WAVS/000002_audio.wav|zonge wonkomntu uthikwana nentwini yenze urhulumente adinanzi texanyayi ndifumanzi s encimbanza ekolokita bulunyaka
FINAL_WAVS/000003_audio.wav|zoyilondi omrhu lmendephanela azo ngolekumali zoni inkampani zonana zoxawusithi nazo ziyawaza aphakulemaquthi yebhondisi zobolela kwalapha kumzona zuka zifukutenzi s ndibolekimaliyamzwa zifunukenzani usb kundata ngezibhedlele nezikolo ngapa kapa ndiambhatala umrhumo wetexa yarafa ndirhafa kwiikupheziwe endi yarafa kwivetha ndirhafa kwizrolu kukunekhampani zucadewasaxelbangurhumbento zemaketheniqhongo lwezibini uzoboleka nezinyeenkampani nazo zizemaketheni zizobolezona zibolekela ntoni s phabko s sisiqhubeke benfunu abantibakqon bana lemalo abolekkisiva mahali uyabhata ibanenzala
FINAL_WAVS/000004_audio.wav|indaba yee regulation is very important koba not everyone okwaziyo aphakotisafu
FINAL_WAVS/000005_audio.wav|just bandit and make show wena bandi kuvakafla ingathi le nto uqoqosho ulu ifana nomgalelo uqoqosho ulwa lapimpsantsiafrika kuba urhulumente nebhanki neenkampani ziyasidinga tyengobanathi singabantu sibadinga urhulumente simtingi bamakakhe izigolo iinkampani sidingelo s zivelise zikhixize xa shabantu nabo bayasidinga lisekel benkhandathathangayo ke uba ukuze idaka enzi ezintwafana s azenzi abuyiseke ngokule malithina sibabolekeyo nenzala yayo ukuze namnti kwazukhulisa ubutyebingenge nikolu hlobo lusebenzisa ezixhobozeze fixed in come ubaka loku beskisathetha banosiphelele into bana funekasenzele ntokuthwa kudivesi faya wato ziphelelele wentsomzeke lo ngoba kwakuthathwa iinkomo udala zihambizi yobekwa kwezingengengengi kwakuthwa mhlambi kuzimbalela kwecala ienye so lolunye uhlobo lokuwakha ubutyebi ukusebenzisa desa othi s elicala loqoqosho lokuba kubolekwana s sibolekisa imali kurhulumente
FINAL_WAVS/000006_audio.wav|norhulumente akwazukwenzi zinto sibolekisa singabantu iimali kwiinkampani zikwazukwenza intuifambazine ziziphine zibuyis malithu nenzala zibuyisefuthi ixakuphelelethe mbukhewathetangahi ndizibuyise yonkeke ngokulemali ziqalazi isibhatali iinzala mhlambiqho s emfakwenyangezintathu s amjalo njalo s
FINAL_WAVS/000007_audio.wav|a uchato sikakuhi ngokukenzala makhisingene kwiinzala le yokubake ngoxasekurhulumente okanye ezinkambani zibuyisa
FINAL_WAVS/000008_audio.wav|s okanye zibuza kwipenshintla ndiyam kubana ucingbawe norhalela inzale ngakanane okanye bafikabesithi s celebolekimali mhlambi ngangehentadbhile 100billion s six percent ngabo abayichazayo abafunubolekwa okanye ichazwa sithi thinaababolikisayo
FINAL_WAVS/000009_audio.wav|s kumda othile yirula ethile senjuba zonke ezirethi zithethwa s ubandisebenzisa ingesi in relation to iiriporhethadefinitely loo ndibale kile
FINAL_WAVS/000010_audio.wav|s ngeprovident kuba ungawankulu s nobamhlamdingabantu abamkela iinkamkama karhulumente nayo lagavment employees penitent fund okanye nje abantabafumana lamali iinzoti yindohla nto buntu zangaphangele
FINAL_WAVS/000011_audio.wav|ezomali ezo zizo ezinizama ukuzonyusa njengabantwabazifan manager zantithi
FINAL_WAVS/000012_audio.wav|xauthetha ngobakhe kukwifix income nibolekisa kwezikampani nezaloo management ike olohlopu beishunas ithetha ngexingilishu namhlanje s amandama sisa wakqweba sisa wakqweba ngoku kundifuneke ngoku uthethe neslobo mhlaumbi esingekoko ngowankulo mhlambo ntosasandusiqalela itshishinilakhe mhlaumbi umntu nobaunaye ungwawankulu oyipenshe nubayiprovidele oothiyazi ndiyafunubana ndingajonge ndawenenye ndingajonge kulento ntisqaleleyona okanye kuloo mvuzo mhla umbi ikhona enye indlela noba s ingeni ngotho reprents capital ingena ngabanye abantu abakulekule industriya noba asezubabiza ngamagama ikhona enyeyindlela uspeli bekewathetha ngeyunetrazi
FINAL_WAVS/000013_audio.wav|bekewathetha nge exchange trended fans ngazindlela ezo ongathi islobe esimameleyo singathi klasiphicotha ezenzela moba izihlobo ndiyazi khuthazuba xa zesimamele aphazithetha bangathathi le nto sithetha ngohllobo umlungwazothi at face value
FINAL_WAVS/000014_audio.wav|aba yawo zenzela onyupandu ubakengoku umntu uya hamba mthembukazi ayoku zenzela onyupandu
FINAL_WAVS/000015_audio.wav|uza ofika zikhone zinyunitrasta neetheshi trended fans ezisebenzisa ezi zixhobo zenu zifixed income
FINAL_WAVS/000016_audio.wav|phakumacwecwe enu okanye s kwiifectsheets uba mhlambe masithethangawe ngokutereprinu zeziphina endingamna njengomntu ohambestratweni ongekho kwingwa nkulu zeziphina eninazo entengangena kuzo ndiphene ndiyendiyo ndiyojongana kweu mbebekanje kubanfunanjibani malisecaleni kubuzazi banazi khwanezi ndifunuzenzi ngabukumebekanje kubantifuna njibaneemali secaleni s enzo esebenziyininini s ubelitsale kubuzazi bayaziton mntanawafuneka fundile s kufunandini ndimali endawanzi beha kwiimali s untana xaqheneke yesikolweni ukaye meboza okindlw andiyazi s okibalekili ujongo okanye imali nje ehleliyo osqlebanza nida in 15 years time
FINAL_WAVS/000017_audio.wav|sokiballekile ujonge larisprofa s ubayisezantsi s iyeretwa s s one to tenubayi kwesihlamadani aloo one to jalonjalo
FINAL_WAVS/000018_audio.wav|athamangesi iikapitali beprizevthi 100% ungathi iifixed income xa sesiyake kwezo itx nekwezo unit rest sisibinda kangakanani
FINAL_WAVS/000019_audio.wav|likhona mhlambi ithuba lobana lamali lateenrenda ndiva kapa dingafika mhlambisi eyinain rand akhona mathuba
FINAL_WAVS/000020_audio.wav|uqanye xanithetha ngefixed income nithetha nangezizinengniseko okanye iigaranti ethiyo ikhonti garantilokwi ixasi iindabayi cobolekise emali ininzi ntonoyenzeka so ziqabi loko ezizithi imali akho uzayifumana beka
FINAL_WAVS/000021_audio.wav|into enoxelela kwifix inka le esetylasi yethu s ubandekondyandiyandijonga kudikhompresha ekuthisi
FINAL_WAVS/000022_audio.wav|gela xesha zonke esi classes wena equities wena property wena fixed income zonke zahla i equities zahla klasencinga itho zabahla between 10 and 15
FINAL_WAVS/000023_audio.wav|xeetshona iikampani kuzawukale kucingwe ababantu babolekeenkampani imali kuxala kunokuba kukingwe ababafake imali babazishirhota
